output_label,output_name,output_path,origin,augmentation,source_path,source_sha256
extension_superficial,ISIC_SSM_0011.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0011.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup9.jpg,3a3bff026ca2409a67836479c8ed3d2170e70352835617f080f986abb7ff6257
extension_superficial,ISIC_SSM_0012.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0012.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup25.jpg,b26733673b3beeae5f52f23451d3053896fd967c0b00ee52171ad031dc471680
extension_superficial,ISIC_SSM_0013.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0013.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup10.jpg,a38c282cb12a02c21936df6739a80783d81a9e61e9096833eae2cb09841e4994
extension_superficial,ISIC_SSM_0014.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0014.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\superficial-spreading-melanoma-0006__WatermarkedWyJXYXRlcm1hcmtlZCJd-150x150.jpg,d27e6d819e32b118cfa225b5ea19bec12626d1ce4a3419f809e975e6573c869e
extension_superficial,ISIC_SSM_0015.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0015.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup7.jpg,a33f0b712004add2b3344e466adabaf688b01258e3da6efa51b51e79ae13095e
extension_superficial,ISIC_SSM_0016.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0016.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup5.jpg,de7705e2652b4f1f4589aa5cfacbc1b872acef056ab32b0a09960ac394bd3aa0
extension_superficial,ISIC_SSM_0017.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0017.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ext_se.jpg,080109ceec5af30a3b20be2c5551cec0379586e08ffde433ffc41a969c976d83
extension_superficial,ISIC_SSM_0018.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0018.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup12.jpg,7b1ad86f834386574b4422d0ee0080cf23bafa63e927814c4d11a4f8521465ff
extension_superficial,ISIC_SSM_0019.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0019.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup8.jpg,e0c047b18963f51c28a90c7e6ab39f96638e30a258541bab99aca3f0eb77b9ce
extension_superficial,ISIC_SSM_0020.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0020.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,136cf6f50d0717351a5e04b3f1f0fb8fafc187e19d7182cba8733a92a0ae39bd
extension_superficial,ISIC_SSM_0021.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0021.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\istockphoto-1198139374-612x612.jpg,a26c1a9d76aa72347943cc0c83d86eed81df1dc299779b0fdae7985685f614d9
extension_superficial,ISIC_SSM_0022.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0022.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\istockphoto-842191076-612x612.jpg,3a583184a5c91c3de94cbe99b479eb8ba421d8ac7d01c0e3aa520cce4639f9df
extension_superficial,ISIC_SSM_0023.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0023.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,ff8edab7bc7b3c173941be06d60265f7d9068e392a53fac4673ad6bf1604e10d
extension_superficial,ISIC_SSM_0024.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0024.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm16__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDI4XQ.jpg,7ec833fc5e831426bff15daf932f4f0a472da5270e0b3e501748f8de49a1f41f
extension_superficial,ISIC_SSM_0025.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0025.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\superficial-spreading-melanoma-0003__WatermarkedWyJXYXRlcm1hcmtlZCJd-150x150.jpg,cb9421bd775cbacbce910b7131bad9a43a99a02bf67f18d06ad5ee68226787e7
extension_superficial,ISIC_SSM_0026.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0026.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup11.jpg,8743ccbcfba4626e71fea496bbffe69cd102ddef868de620b71d4e8fb880c8ac
extension_superficial,ISIC_SSM_0027.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0027.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup14.jpg,0141d9613149a1f2612a8f86814b479eeabb7ca6abb14e493bfc8fa9232e117b
extension_superficial,ISIC_SSM_0028.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0028.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\istockphoto-175397219-612x612.jpg,d1a2ecfc65c855672df54076ad17f883d921bf01acef7df86e336d6fc56dbf14
extension_superficial,ISIC_SSM_0029.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0029.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm20__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,8ccd95ddfe9df0665aea8bad49317bde8ebc92a486fd8ff62483a359340dba92
extension_superficial,ISIC_SSM_0030.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0030.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,e50932d69e86e0a2500841eea960a1dba46a2fe3a8ac75829e72be542b753606
extension_superficial,ISIC_SSM_0031.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0031.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup6.jpg,701c9c4f3e947430d562fd601f56a00451146c777f3d2104155c29363b1ef65a
extension_superficial,ISIC_SSM_0032.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0032.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup2.jpg,a0c3c15d4005aa3f0d1fb4a228852a47fd61ddede555ae33d829f2e640b38836
extension_superficial,ISIC_SSM_0033.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0033.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,b822ba72b2e84eca045e564430f6148a67103cc96e5e3352f8317770e2c64cef
extension_superficial,ISIC_SSM_0034.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0034.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup19.jpg,96fa85a35c637f046e77f4d765926890f05199b8e7c6d763323036310bf3234a
extension_superficial,ISIC_SSM_0035.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0035.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup4.jpg,dd678ad042929f36b7eb6102726ee1f856d4760dbb594e1490e15226e4eddc12
extension_superficial,ISIC_SSM_0036.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0036.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup3.jpg,4a6ecb4d25299f71796582d4eadd9613c64ea84ade6a4a05d51dbde00c756fe8
extension_superficial,ISIC_SSM_0037.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0037.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup23.jpg,b0afb17adf5dfcb8c819791dde79c3ae72e20584324dc857e53f6cb10d6bf326
extension_superficial,ISIC_SSM_0038.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0038.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm10__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,ccc7b86563a0406d5dfd1c256cfec86af1184192b616bf77fab74db03b756a6d
extension_superficial,ISIC_SSM_0039.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0039.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,a6623033ac67d3c6cfc29596fc99279a47526c55fee38381c450f85fb4872522
extension_superficial,ISIC_SSM_0040.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0040.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup34.jpg,e9df38193fec05f6d7ce3274fa7e1bb83d6e6940829f2a01bf5f65221c50db98
extension_superficial,ISIC_SSM_0041.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0041.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup31.jpg,4ed2e5f4a0c40ff949025a90692b1831abe675d96c8578400a1f3c1cf1184585
extension_superficial,ISIC_SSM_0042.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0042.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,d7e3ded06860ef7b43665736f7b9d184f6ac74fecdf62a9db56fc6008a792af8
extension_superficial,ISIC_SSM_0043.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0043.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup22.jpg,f8bb79331a03dc13826efb30f84d9e323fe344ad69aa096b3fa0d4686d42539b
extension_superficial,ISIC_SSM_0044.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0044.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup29.jpg,07d80b9512309546df019990439a80df0afc5c13d66f41787fc2d8fcd2ffe010
extension_superficial,ISIC_SSM_0045.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0045.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup20.jpg,9d66420a1cf67ef13c58165b9d6778a566f5df216172cae23f2004b4c952d111
extension_superficial,ISIC_SSM_0046.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0046.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\Copia de ssm39__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,b5c05a6b0fd4bc8cea35b8b9e95dddedede0a8371e60aab066e8db7c5fdb670b
extension_superficial,ISIC_SSM_0047.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0047.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup21.jpg,1aaafe7d670d8d1f76052350ca3e25bbf8e22869be32700da2bc09fdb912771e
extension_superficial,ISIC_SSM_0048.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0048.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup26.jpg,ad78db0919efe3fa01aa14680150eef9b0fe7e97091b14b7c2a3f3a0bbda74ba
extension_superficial,ISIC_SSM_0049.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0049.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup24.jpg,e3e3a162eac5900787cf84cc9bee6902f40de8c0d8829cca71211a2542888443
extension_superficial,ISIC_SSM_0050.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0050.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup18.jpg,ce77ce7e8949ea74fc639c0da212babbfbc48dc37bedd02483e8ec7b923cd8fa
extension_superficial,ISIC_SSM_0051.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0051.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDM2XQ.jpg,29eb1451ed99e08c7ec9beab011ba95c2ae2af22c286239ae643ce0f8e0188f5
extension_superficial,ISIC_SSM_0052.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0052.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup30.jpg,f3744c6e1037f6ec07b31d60a980afd52264a24c0355a5187b3fc243f3d3a04f
extension_superficial,ISIC_SSM_0053.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0053.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm25__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE1XQ.jpg,350b9995deb7e387f9f428c27bab891da10041aeb32a53f54ae41a792e09e62f
extension_superficial,ISIC_SSM_0054.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0054.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup17.jpg,5c4856172673d88b56b09e9865035c7aac9901a5879e2cf4e36896aa4eb15e1a
extension_superficial,ISIC_SSM_0055.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0055.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\superficial-spreading-melanoma-0008__WatermarkedWyJXYXRlcm1hcmtlZCJd-150x150.jpg,6157456bffed7ff8ea4a60b364590c12b71551c4827aa8878aa91f8e03937726
extension_superficial,ISIC_SSM_0056.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0056.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup27.jpg,6cd4aaef07d43d33489027710b7461272a92d047a572a6896b7127e5db79ee32
extension_superficial,ISIC_SSM_0057.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0057.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup13.jpg,d825ab63a1f003f41840f774f4bbc1a41d988413a407783e47b283f18f1790c0
extension_superficial,ISIC_SSM_0058.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0058.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,06023b105cafbe7548a0e7ad830a386756e66a92361ffefcbc1d8fa69e06ff12
extension_superficial,ISIC_SSM_0059.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0059.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\ssm17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,33dc4f46a0270a0a283f3009736efc707e218589cda53c76dc545ea3e7ab7d8d
extension_superficial,ISIC_SSM_0060.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0060.jpg,source,original,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup28.jpg,caed733e5422435f488c068f40bba602fd3e82bf24dcde0408206b8eaf876937
extension_superficial,ISIC_SSM_0061.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0061.jpg,augmented_from_source,rot_-8+bright_1.019+contrast_1.049+color_0.927+sharp_0.996+crop_0.923,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel.jpg,b67afeadff8bff64cb20f4b3ebab31c5fe8888a581f8ca3d86aa61f7273bdf68
extension_superficial,ISIC_SSM_0062.jpg,c:\Users\elpro\Documents\Github\melanoma\imagenes\dataset_balanceado_1200_estructura_original\Extensión Superficial\ISIC_SSM_0062.jpg,augmented_from_source,flip_h+rot_-8+bright_0.919+contrast_0.965+color_1.027+sharp_1.090+crop_0.955,c:\Users\elpro\Documents\Github\melanoma\imagenes\IMAGENES DEMARTOLOGICAS\Extensión Superficial\mel_sup33.jpg,84a69f42f3604b9b0fd28ec5b9754409bcdcc7d970a27dfb049690a16882fe72
